author,birth_date,birth_country,death_date,genres,influenced,influenced_by,properly_processed
Iyanla Vanzant,1953-09-13,United States,,,,,True
A. S. Byatt,1936-08-24,United Kingdom,,,,,True
Pedro Martinez,,,,,,,False
Michael Silverman,,,,,,,False
Jerry Holkins,,,,,,,True
Mike Krahulik,1977-09-25,,,,,,True
Robert Venditti,,,,,,,True
Attila Futaki,,,,,,,False
Mary-Jane Knight,,,,,,,False
Ellen Hopkins,1955-03-26,,,Young_adult_fiction,,,True
Megan McCafferty,,,,Young_adult_fiction,,,True
Edward Snowden,1983-06-21,,,,,,True
Marjane Satrapi,,,,,,,True
Eric Litwin,1966-08-16,,,,,,True
Kimberly,,,,,,,True
James Dean,,,,,,,True
Kimberly Dean,,,,,,,False
Martin Sixsmith,1954-09-24,Cheshire,,,,,True
Kenji Kuroda,,,,,,,False
Elizabeth Bard,,,,,,,False
Tom Kizzia,,,,,,,False
Elizabeth Kann,,,,,,,False
Laura Ingalls Wilder,1867-02-07,United States,1957-02-10,Family_saga,,,True
Robin Burcell,,,,,,,False
Robert Kurson,1963-04-18,,,,,,True
Paul Tobin,1909-11-23,United States,2003-09-06,,,,True
Jacob Chabot,,,,,,,False
John Calipari,1959-02-10,,,,,,True
Michael Sokolove,,,,,,,False
Jill Shalvis,,,,Romantic_novel,,,True
Michael V. Hayden,,,,,,,False
Kyung-sook Shin,,,,,,,False
Caroline Kennedy,1957-11-27,United States,,,,,True
Walt Kelly,,,,,,,True
Hidenori Kusaka,,,,,,,True
Satoshi Yamamoto,1965-12-17,Japan,,,,,True
Cris Silvestri,,,,,,,False
the staff of Scholastic,,,,,,,False
Reza Farazmand,,,,,,,False
Jack Chabert,,,,,,,False
Kory Merritt,,,,,,,False
Pat,,,,,,,True
Jen,,,,,,,False
Shirzad Chamine,,,,,,,False
Reggie Love,1981-04-29,United States,,,,,True
Weldon Long,,,,,,,False
James Andrew Miller,1883-10-19,,,,,,True
Timothy Keller,,,,,,,False
Sandra Dallas,,,,,,,False
Garth Ennis,,,,,,,False
Steve Dillon,1943-03-20,,,,,,True
Tom Cain,1958-10-11,United States,,,,,True
Tim MacWelch,,,,,,,False
Joseph A. Michelli,,,,,,,False
Amy Cuddy,1972-07-23,,,,,,True
Shauna Niequist,,,,,,,False
Michael Beschloss,1955-11-30,United States,,,,,True
Penn Jillette,,,,,,,True
Kelly Sue DeConnick,,,,,,,False
Kate Hudson,,United Kingdom,,,,,True
Caldwell B. Esselstyn Jr,,,,,,,False
Nancy Butler,,,,,,,False
Hugo Petrus,,,,,,,False
Jane Austen,1775-12-16,United Kingdom,1817-07-18,,,,True
Maris Wicks,,,,,,,False
Wednesday Martin,,United States,,Social_commentary,,,True
Jane Fonda,1937-12-21,,,,,,True
Hal Foster,,,,,,,True
Rees Jones,,,,,,,True
Jean Sasson,,,,,,,False
Akiko Higashimura,,,,,,,False
Savannah Guthrie,1971-12-27,Australia,,,,,True
Allison Oppenheim,,,,,,,False
Ray Dalio,1949-08-08,,,,,,True
Akira Hiramoto,,,,,,,False
Michaela MacColl,,,,,,,False
Michael White,1948-12-29,Australia,2008-04-04,,,,True
Mark Pearson,1939-10-28,Derbyshire,,,,,True
Joe Biden,,,,,,,True
Eben Alexander,,,,,,,True
Brandon Graham,,,,,,,True
Simon Roy,,,,,,,True
Ethan Willis,,,,,,,True
Randy Garn,,,,,,,False
Charles Richards,1945-03-19,,,,,,True
Magica Quartet,,,,,,,False
Magica Quartet Staff,,,,,,,False
Jud Wilhite,,,,,,,False
Karen Robards,,United States,,Romance_novel; Thriller_(genre),,,True
Sapphire,,,,,,,True
James Reed,,,,,,,True
Paul G. Stoltz,,,,,,,False
Min Jin Lee,1968-11-11,South Korea,,,,,True
Allison Hiroto,,,,,,,False
Andrew Kipple,,,,,,,False
Djamila Ribeiro,1980-08-01,Brazil,,,,,True
Robert Costa,1985-10-14,United States,,,,,True
Holter Graham,1972-02-11,United States,,,,,True
Susanna Clarke,1959-11-01,United Kingdom,,Alternate_history,,,True
Chiwetel Ejiofor,1977-07-10,England,,,,,True
Wizards of the Coast,,,,,,,False
Chris Van Allsburg,1949-06-18,,,Children's_literature,,,True
Pooping Pooches,,,,,,,False
Leslie Patricelli,,,,,,,False
Diane Sanfilippo,,,,,,,False
Shannon Roberts,,,,,,,False
Herve Tullet,,,,,,,False
Kathleen Early,,,,,,,False
Rosamund Pike,,United Kingdom,,,,,True
Lindsay Duncan,,,,,,,False
Ray Porter,,,,,,,False
Eben Alexander III,1953-12-11,,,,,,True
American Psychological Association,,,,,,,True
Penelope Douglas,,,,,,,False
Laurie Catherine Winkel,,,,,,,False
Matthew Holland,1966-06-07,,,,,,True
Golden Books,,,,,,,False
Fabrizio Petrossi,,,,,,,False
Meg Cabot,1967-02-01,,,Chick-lit; Mystery_fiction,,,True
Daniel Yergin,1947-02-06,United States,,,,,True
Susan Cain,1968-03-20,,,,,,True
Gregory Mone,,,,,,,False
Erica Moroz,,,,,,,False
Darlene Schacht,,,,,,,False
Dale Earnhardt Jr,,,,,,,False
Ryan McGee,,,,,,,False
Kate Schatz,,,,,,,True
Alyson Noël,1965-12-03,United States,,Chick_lit; Paranormal_romance; Young_adult_fiction,,,True
Nelson DeMille,,,,,,,False
Javaka Steptoe,,,,,,,False
David Platt,1967-04-22,United Kingdom,,,,,True
Kim Scott,1957-02-18,,,,,,True
Alice Paul Tapper,,,,,,,False
David Epstein,,,,,,,True
Raquel Welch,,,,,,,False
Chika Shiomi,,,,,,,False
Kurtis J. Wiebe,,,,,,,False
Roc Upchurch,,,,,,,False
Del Quentin Wilber,,,,,,,True
Elmore Leonard,,,,,,,False
Michelle Tam,1974-09-20,United States,,,,,True
Henry Fong,,,,,,,False
T. J. Murphy,,,,,,,False
Larry Olmsted,,,,,,,False
Mark,,,,,,,True
Grace Driscoll,,,,,,,False
Cy Wakeman,,,,,,,False
Cynthia L. Copeland,,,,,,,False
Colleen Houck,,,,,,,False
Alwyn Hamilton,,,,,,,False
Maynard Webb,,,,,,,True
Carlye Adler,,,,,,,False
S. C. Stephens,,,,,,,False
Gretchen Morgenson,,,,,,,False
Joshua Rosner,,,,,,,False
Sherry Turkle,1948-06-18,United States,,,,,True
Kimberly McCreight,,,,,,,True
Jacky Colliss Harvey,,,,,,,False
Sammy Hagar,1947-10-13,,,Hard_rock; Heavy_metal_music,,,True
Joel Selvin,1950-02-14,,,,,,True
Scott Lobdell,,,,,,,False
Kenneth Rocafort,,,,,,,False
Bill Browder,1964-04-23,United States,,,,,True
Clinton Romesha,,,,,,,True
Sarah Blakley-Cartwright,,,,,,,False
Fabian Nicieza,,,,,,,False
Marcus To,,,,,,,False
Phil Klay,,,,,,,True
Christine Barberich,,,,,,,False
Piera Gelardi,,,,,,,False
Julian Edelman,,,,,,,True
Tom E. Curran,,,,,,,False
Cissy Houston,,,,,,,True
Lisa Dickey,,,,,,,False
Jessica Kensky,,,,,,,False
Patrick Downes,,,,,,,False
Chris Salamone,,,,,,,False
Gilbert Morris,,,,,,,False
Peter Zheutlin,,,,,,,False
Elizabeth Edwards,,,,,,,True
Gordon Korman,1963-10-23,Canada,,Adventure_fiction; Realistic_fiction; Young_adult_fiction,,,True
Eric Jerome Dickey,1961-07-07,,2021-01-03,,,,True
Brian Windhorst,1978-01-29,,,,,,True
Dave McMenamin,,,,,,,False
Jake T. Forbes,,,,,,,False
Chris Lie,,,,,,,False
Vijay Govindarajan,1949-11-18,,,,,,True
Chris Trimble,,,,,,,False
Jason Fried,,,,,,,False
David Heinemeier Hansson,,,,,,,True
Rhett McLaughlin,1977-10-11,,,,,,True
Link Neal,1977-10-11,,,,,,True
Kelly Sue Deconnick,,,,,,,False
Daymond John,1969-02-23,United States,,,,,True
Jay Sekulow,1956-06-10,United States,,,,,True
Jordan Sekulow,1982-07-14,,,,,,True
Raeanne Thayne,,,,,,,False
Reed Farrel Coleman,1956-03-29,United States,,,,,True
Robert Knott,,,,,,,False
Ace Atkins,1970-06-28,,,,,,True
Michael Brandman,,,,,,,False
Paul Garrison,,,,,,,False
Pierre Christin,,,,,,,True
Olivier Balez,,,,,,,False
Daniel H. Wilson,1978-03-06,,,,,,True
Joe Perry,1974-08-13,Cambridgeshire,,,,,True
Rod Stewart,1945-01-10,United Kingdom,,,,,True
Alexander Freed,,,,,,,False
Victoria Jamieson,,,,,,,False
Sarah Glidden,,,,,,,True
Thomas Lennon,1970-08-09,United States,,,,,True
Penelope Ward,,,,,,,False
Tom Hart,1904-11-27,Australia,1972-12-14,,,,True
Akihisa Ikeda,1976-10-25,Japan,,,,,True
A. G. Howard,,,,,,,False
Kate Clifford Larson,,,,,,,False
Leila Meacham,,,,,,,False
Amy Tintera,,,,,,,False
Simone Elkeles,1970-04-24,,,Romance_novel; Young_adult_fiction,,,True
Christopher Reich,,,,,,,False
Liesl Shurtliff,,,,,,,False
Matthew Gray Gubler,1980-03-09,,,,,,True
Shalane Flanagan,1981-07-08,,,,,,True
Elyse Kopecky,,,,,,,False
Rush Limbaugh,,,,,,,False
Kathryn Adams Limbaugh,,,,,,,False
Michael Isikoff,,,,,,,False
David Corn,1959-02-20,,,,,,True
Ron Miscavige,,,,,,,False
Dan Koon,,,,,,,False
Marcus Pfister,,,,,,,False
Rand McNally,,,,,,,True
Anna Massey,1937-08-11,Sussex,2011-07-03,,,,True
Daphné du Maurier,,,,,,,False
Daphne Du Maurier,,,,,,,False
Tim Gerard Reynolds,,,,,,,False
Casey McQuiston,,,,,,,False
Ramon de Ocampo,,,,,,,False
Kate Forbes,,Scotland,,,,,True
Michael Todd,1989-08-25,,,,,,True
Robert T. Kiyosaki,,,,,,,False
Tom Parks,,,,,,,False
George S. Clason,,,,,,,False
Christa Lewis,,,,,,,False
William Shakespeare,,United Kingdom,1616-04-23,,,,True
Julia Donaldson,1948-09-16,United Kingdom,,Children's_fiction,,,True
Sariah Wilson,,,,,,,False
Doug Dorst,,,,,,,True
Jim Steranko,,,,,,,True
Dustin Weaver,,,,,,,False
Dan Kainen,,,,,,,False
Carol Kaufmann,,,,,,,False
Steve Bissette,,,,,,,False
Rick Veitch,,,,,,,True
Stephen R. Bissette,,,,,,,False
Fiona Staples,,,,,,,False
Mark Siegel,,,,,,,False
Michael Moss,,,,,,,False
Ron Hall,1921-04-17,Australia,1994-11-16,,,,True
Denver Moore,,,,,,,False
Sneaky Pie Brown,,,,,,,False
Ctein,,,,,,,False
Carl Hoffman,1960-05-04,,,,,,True
Morgan Matson,,United States,,Realistic_fiction,,,True
Ingrid Law,,,,,,,False
Patrick Radden Keefe,,,,,,,True
Corinne Michaels,,,,,,,False
Koji Kumeta,,,,,,,False
Jason Aaron,,,,,,,False
R. M. Guera,,,,,,,False
Annette Blair,,,,,,,False
Donald Miller,1971-08-12,,,,,,True
Melody Anne,,,,,,,False
Bryan Lee O'Malley,,,,,,,True
Timothy Zahn,1951-09-01,,,Fantasy; Science_fiction,,,True
Kevin Hearne,1970-12-09,United States,,Science_fiction; Urban_fantasy,,,True
Anna Kendrick,,,,,,,True
Chuck Pfarrer,,,,,,,True
Howard E. Wasdin,,,,,,,False
Stephen Templin,,,,,,,True
Maggie Shipstead,,,,,,,True
Maria Goodavage,,,,,,,True
Paul Cornell,1967-07-18,United Kingdom,,,,,True
Esad Ribic,,,,,,,False
Deborah Perry Piscione,,,,,,,True
Kevin Cope,,,,,,,True
Jennifer Keishin Armstrong,,,,,,,False
Nely Galán,,Cuba,,,,,True
Miranda Sings,,,,,,,False
Robert Beatty,,,,Fantasy_literature; Historical_fiction; Middle_grade_fiction,,,True
Takaya Kagami,1979-05-22,,,,,,True
Yamato Yamamoto,,,,,,,True
Zack Whedon,1979-08-14,,,,,,True
Chris Samnee,,,,,,,False
Brett Matthews,1962-07-05,South Africa,2013-01-31,,,,True
Shelby Mahurin,1992-05-21,,,,,,True
Megyn Kelly,1970-11-18,,,,,,True
Carlo Rovelli,1956-05-03,Italy,,,,,True
Patty Loew,,,,,,,False
Chip Zdarsky,,,,,,,False
Ed,,,,,,,True
Lisa Young,1966-01-03,United Kingdom,,,,,True
C. C. Hunter,,,,,,,False
Daniel José Older,,,,Fantasy; Young_adult_fiction,,,True
Tim Tebow,,,,,,,True
Tahereh Mafi,,,,,,,False
Jonathan Allen,,,,,,,True
Amie Parnes,,,,,,,False
Jodi Kantor,1975-04-21,United States,,,,,True
Megan Twohey,,United States,,,,,True
Tucker Carlson,1969-05-16,United States,,,,,True
Shirley Jones,1934-03-31,,,,,,True
Wendy Leigh,,,,,,,False
Lindy Woodhead,,,,,,,False
Timothy Egan,,,,,,,False
Pete Buttigieg,1982-01-19,United States,,,,,True
Lindy West,1982-03-09,,,,,,True
Peach-Pit,,,,,,,True
Si Robertson,,,,,,,False
Josh Grayson,,,,,,,False
Judd Apatow,1967-12-06,United States,,,,,True
Olivier Coipel,,,,,,,False
Sarah A. Denzil,,,,,,,False
Helen Brann,,,,,,,False
Ande Parks,1964-10-01,,,,,,True
Patton Oswalt,1969-01-27,,,Black_comedy; Deadpan; Insult_comedy; Observational_comedy; Sarcasm; Satire; Surreal_humour; Wordplay,,,True
Denis Leary,,,,,,,True
Jesmyn Ward,1977-04-01,,,,,,True
Delia Ephron,1944-07-12,United States,,,,,True
Allison Pataki,1984-11-25,United States,,Historical_fiction,,,True
Ann Brashares,,,,,,,True
Barbara Pierce Bush,,,,,,,False
Linda Hirshman,,,,,,,False
Venice A. Fulton,,,,,,,False
Kim Barnouin,,,,,,,False
Teresa Giudice,1972-05-18,United States,,,,,True
Heather Maclean,1972-10-18,United States,,,,,True
Eve Adamson,,,,,,,False
Gina Homolka,,,,,,,False
Heather K. Jones,,,,,,,False
Yoshiki Nakamura,,,,,,,False
Judy Schachner,,,,,,,False
Shane Ryan,1969-05-13,United Kingdom,,,,,True
Kendra Wilkinson,1985-06-12,United States,,,,,True
Nate Jackson,1979-06-04,,,,,,True
Lisa Brennan-Jobs,1978-05-17,,,,,,True
Pere Perez,,,,,,,False
Jorge Jimenez,,,,,,,False
Rachel Cruze,1988-04-04,United States,,,,,True
Charles Duhigg,,United States,,,,,True
Christine Comaford,,,,,,,True
Deb Perelman,,,,,,,False
Caitlin Doughty,1984-08-19,,,,,,True
Matt Phelan,,,,,,,False
Lily Blake,,,,,,,False
Evan Daugherty,,,,,,,True
John Lee Hancock,1956-12-15,United States,,,,,True
Hossein Amini,1966-01-18,Pahlavi Iran,,,,,True
RaeAnne Thayne,,,,,,,False
Jacques Lob,,,,,,,True
Jean-Marc Rochette,,,,,,,False
Sarah Weeks,1955-03-18,United States,,Chapter_books; Novels; Picture_books,,,True
Beth Moore,1957-06-16,United States,,,,,True
Jon Ronson,,,,,,,True
Hope Solo,1981-07-30,,,,,,True
Ann Killion,,,,,,,True
Lauren Graham,1967-03-16,Hawaii,,,,,True
Alice McDermott,1953-06-27,,,Literary_fiction,,,True
Addison Moore,,,,,,,False
Catherine Steadman,1987-02-08,England,,,,,True
Philippa Rice,,,,,,,False
Christina Geist,,,,,,,False
Atsushi Ohkubo,,,,,,,False
Rulin Xiu,,,,,,,False
Bethany Hamilton,1990-02-08,,,,,,True
Sheryl Berk,,,,,,,True
Rick Bundschuh,,,,,,,False
Rainn Wilson,1966-01-20,United States,,,,,True
Clive Davis,1932-04-04,United States,,,,,True
Anthony DeCurtis,1951-06-25,,,,,,True
Pat Conroy,1979-05-10,Australia,,,,,True
Brian Krebs,,United States,,,,,True
Marie Kondo,,,,,,,False
Joe De Sena,1969-01-02,United States,,,,,True
John Durant,,,,,,,False
Jeff O'Connell,,,,,,,False
Josh Katz,,,,,,,False
Adam Makos,,,,Military_history,,,True
Aprilynne Pike,,,,Fantasy_fiction; Young_adult_fiction,,,True
Isuna Hasekura,1982-12-27,Japan,,,,,True
Keito Koume,,,,,,,False
Ju Ayakura,,,,,,,False
Gabriele Dell'Otto,,,,,,,False
Neil Edwards,1970-12-05,Wales,,,,,True
Dan Slott,,,,,,,True
Laura Amy Schlitz,,,,,,,True
Andrew Weil,,,,,,,False
Mary Beard,,,,,,,True
Kirk Goldsberry,,,,,,,False
Jason Hanson,,,,,,,True
Philip Houston,,,,,,,False
Michael Floyd,,,,,,,True
Susan Carnicero,,,,,,,False
Don Tennant,,,,,,,False
Scott,,,,,,,True
David Tipton,1953-12-10,United States,,,,,True
John Cassaday,,,,,,,False
Simone Bianchi,1973-01-27,Italy,,,,,True
Leinil Francis Yu,,,,,,,False
E. K. Johnston,,Canada,,Speculative_fiction; Young_adult_fiction,,,True
Kieron Gillen,,,,,,,False
Salvador Larocca,,,,,,,False
Salvador Larroca,,,,,,,False
Jarrett J. Krosoczka,1977-12-22,United States,,,,,True
Alex Maleev,,,,,,,False
Marco Checchetto,,,,,,,False
Delilah S. Dawson,1977-10-21,United States,,Fantasy; Paranormal_romance; Science_fiction; Star_Wars; Steampunk; Weird_West; Young_adult_fiction,,,True
Terry Dodson,,,,,,,False
Beth Revis,,,,Young_adult_literature,,,True
Marco Chechetto,,,,,,,False
Angel Unzueta,,,,,,,False
Jason Fry,,,,,,,False
the staff of the Lucas Film Book Group,,,,,,,False
David S. Goyer,1965-12-22,United States,,Screenwriter,,,True
Jon Acuff,,,,,,,False
Blake Mycoskie,1976-08-26,United States,,,,,True
Emily St John Mandel,,,,,,,False
Karen Kilgariff,1970-05-11,United States,,,,,True
Georgia Hardstark,1980-06-08,United States,,,,,True
Demi Lovato,1992-08-20,United States,,,,,True
Jenny Sanford,1962-09-11,United States,,,,,True
Austin Kleon,1983-06-16,,,,,,True
Michael Prescott,,United States,,Crime_fiction,,,True
Kevin Williamson,1959-01-18,,,,,,True
Julie Plec,1972-05-26,,,,,,True
Jeremy Sorese,,,,,,,False
Ian Jones-Quartey,1984-06-18,,,,,,True
Asia Kendrick-Horton,,,,,,,False
Rachel Dukes,,,,,,,False
Billy Crystal,,,,,,,True
Chevy Stevens,,,,,,,False
Ryan Holiday,1987-06-16,United States,,Nonfiction,,,True
Sharyl Attkisson,,United States,,,,,True
Ben Brooks,1958-08-11,United States,,,,,True
James Riley,,England,,,,,True
Gaston Legorburu,,,,,,,False
Darren McColl,,,,,,,False
Nathan W. Pyle,,,,,,,False
James Donovan,,,,,,,True
Richard Horwath,,,,,,,False
the Adult Coloring Book Designs staff,,,,,,,False
the editors of Blue Star Books,,,,,,,False
Timothy F. Geithner,,,,,,,False
Andrew Maraniss,,,,,,,True
Khloe Kardashian,,,,,,,False
Jeff Bauman,1986-01-02,United States,,,,,True
Bret Witter,,,,,,,False
Emily Henderson,1997-03-12,Australia,,,,,True
Angelin Borsics,,,,,,,False
Russell Simmons,1957-10-04,United States,,,,,True
Chris Morrow,1985-09-20,United Kingdom,,,,,True
R. D. Rosen,,,,,,,False
Charles Burns,,,,,,,True
Patrick J. Buchanan,,,,,,,False
Jonah Goldberg,1969-03-21,United States,,,,,True
Chesley B. Sullenberger III,,,,,,,False
Lupita Nyong'o,1983-03-01,Mexico,,,,,True
Pat Head Summitt,,,,,,,False
Sally Jenkins,1960-10-11,United States,,,,,True
Taran Matharu,,,,,,,False
Taiyo Matsumoto,,,,,,,False
the editors of Sports,,,,,,,False
Gary Shteyngart,1972-07-05,Russia,,,,,True
Jane McGonigal,1977-10-21,United States,,,,,True
Kamala Harris,,,,,,,False
Humberto Ramos,,,,,,,False
Christos Gage,,,,,,,False
Giuseppe Camuncoli,,,,,,,False
Max Landis,1993-02-02,,,,,,True
J. Michael Straczynski,,,,,,,True
Shane Davis,,,,,,,False
Pete Woods,,,,,,,True
Jerry Siegel,,,,,,,True
Joe Shuster,,,,,,,True
Sterling Gates,,,,,,,False
Bob Hall,1942-06-13,Surrey,,Blues,,,True
Christopher Buckley,1905-05-22,,1950-08-12,,,,True
Scott McGaugh,,,,,,,False
Caleb Carr,1616-12-09,,1695-12-17,,,,True
Tim Larkin,,,,,,,False
Stefan Swanepoel,1958-01-05,Kenya,,,,,True
James Wesley,1970-03-09,,,Country_music,,,True
Rawles,,,,,,,False
Erin Stanton,,,,,,,False
J. R. Moehringer,,,,,,,False
Karen Russell,1981-07-10,,,,,,True
Callista Gingrich,1966-03-04,United States,,,,,True
Francine Pascal,1938-05-13,,,,,,True
Stephanie Danler,,,,,,,True
Jimmy Buffett,1946-12-25,United States,,Calypso_music; Country_music; Country_rock; Easy_listening; Folk_rock; Gulf_of_Mexico; Pop_music; Trop_rock,,,True
Mary Rand Hess,,,,,,,False
Mike Leach,1961-03-09,,,,,,True
Amanda Hocking,1984-07-12,,,Paranormal_romance; Young_adult_fiction,,,True
Reki Kawahara,1974-08-17,Japan,,,,,True
Kiseki Himura,,,,,,,False
Tamako Nakamura,,,,,,,False
Tsubasa Haduki,,,,,,,False
Neko Nekoou,,,,,,,False
Queen Afua,,,,,,,False
Camille Mazant,,,,,,,False
Echo Point Books,,,,,,,False
Media,,,,,,,True
Samin Nosrat,1979-11-07,United States,,,,,True
Wendy MacNaughton,,,,,,,True
Derek Perkins,,,,,,,False
Yuval Harari,,,,,,,False
School Zone,,,,,,,True
Joan Hoffman,,,,,,,False
Fiona Valpy,,,,,,,False
Heather Wilds,,,,,,,False
Christopher Ryan Grant,,,,,,,False
Catherine Ryan Hyde,,,,,,,True
Ryan Burke,2000-11-23,Republic of Ireland,,,,,True
Jess Nahikian,,,,,,,False
Gregory David Roberts,,Australia,,,,,True
Ann Marie Lee,,,,,,,False
Phil Knight,1938-02-24,,,,,,True
Norbert Leo Butz,1967-01-30,United States,,,,,True
Phil Knight - introduction,,,,,,,False
Douglas Stuart,1976-05-31,United Kingdom,,,,,True
Suzanne Ryan,,,,,,,False
Tristan Morris,,,,,,,False
Caroline Hirons,,,,,,,False
Kurt Vonnegut,1922-11-11,,2007-04-11,Gallows_humor; Satire; Science_fiction,,,True
James Franco,1978-04-19,,,,,,True
Ijeoma Oluo,,United States,,,,,True
Kristina McMorris,,,,,,,True
Dion Graham,,,,,,,False
Natasha Newton,,,,,,,False
Charlie N. Holmberg,1988-04-04,,,Fantasy; Romance_novel; Young_adult_fiction,,,True
Joel Froomkin,,,,,,,False
K. L. Randis,,,,,,,False
Christopher Dontrell Piper,,,,,,,False
Simon Sinek,1973-10-09,United Kingdom,,,,,True
Joan Allen,1956-08-20,United States,,,,,True
Schuster/,,,,,,,False
Emily St. John Mandel,,,,,,,True
Dylan Baker,1959-10-07,United States,,,,,True
Ralph Cosham,1936-02-25,United Kingdom,2014-09-30,,,,True
Edwina Mc Namee,,,,,,,False
Woo Myung,,,,,,,False
Tom Rath,,,,,,,False
Kiley Reid,,,,,,,True
Darin Olien,1970-11-04,United States,,,,,True
Matt Burns,,,,,,,False
David French,1939-01-18,Dominion of Newfoundland,2010-12-05,,,,True
Jeremiah Tower,,,,,,,True
Leeza Gibbons,1957-03-26,,,,,,True
Ainsley Earhardt,1976-09-20,,,,,,True
Kathryn Cristaldi,,,,,,,False
Rory Vaden,,,,,,,False
David Novak,,,,,,,True
Derek Hough,1985-05-17,United States,,,,,True
Rita Golden Gelman,1937-07-02,,,,,,True
Tony Shasteen,,,,,,,False
Nei Ruffino,,,,,,,False
Julie Kagawa,1982-10-12,,,Young_adult_fiction,,,True
Mal Peet,1947-10-05,United Kingdom,2015-03-02,Children's_literature; Young_adult_fiction,,,True
Rebecca Grado,,,,,,,False
Christy Whitman,,,,,,,False
Carol J. Loomis,,,,,,,False
Martin Cruz Smith,1942-11-03,United States,,Mystery_fiction,,,True
Gregory Boyle,,,,,,,False
Tom Brady,1892-05-01,Australia,1945-07-17,,,,True
Sophia Grace Brownlee,,,,,,,False
Rosie McClelland,,,,,,,False
Doug Lemov,,,,,,,False
Madeline Levine,,,,,,,False
Mike Ritland,,,,,,,False
Gary Brozek,,,,,,,False
Tantum Collins,,,,,,,False
David Silverman,1957-03-15,,,,,,True
Chris Fussell,1976-05-19,,,,,,True
Cliff Sims,,,,,,,False
David Ross,1965-07-10,England men's national field hockey team,,,,,True
Marianne Williamson,1952-07-08,,,,,,True
Chris Anderson,,,,,,,True
Terry,,,,,,,True
Rachael Dodson,,,,,,,False
Kevin B. Eastman,,,,,,,False
Peter Laird,,,,,,,True
Kevin Eastman,1955-04-07,United States,,,,,True
Jim Lawson,,,,,,,True
Julie Buxbaum,,,,,,,True
Nick Trout,,,,,,,False
Mark M. Weber,,,,,,,False
Peter Guber,1942-03-01,United States,,,,,True
oh!great,,,,,,,False
Oh! Great Staff,,,,,,,False
Oh! Great,,,,,,,False
Oh!great,,,,,,,False
Yu Sasuga,,,,,,,False
Kenichi Tachibana,,,,,,,False
Terry Jones,,,,,,,True
Alan Ereira,,United Kingdom,,,,,True
Andrew Bourelle,,,,,,,False
John Boessenecker,,,,,,,False
Thomas L. Friedman,,,,,,,False
Mat Best,,,,,,,True
Ross Patterson,1977-02-25,,,,,,True
Nils Parker,,,,,,,False
the writers of "Late Night",,,,,,,False
Michael Mandelbaum,,,,,,,True
Paul Mantell,,,,,,,False
Jorge Cruise,1971-03-06,Mexico,,,,,True
Brian P. Moran,,,,,,,False
Michael Lennington,,,,,,,False
Joanne Huist Smith,,,,,,,False
Steve Berry,1963-04-04,United Kingdom,,,,,True
Mike Moreno,1978-10-08,United States,,Jazz,,,True
Tiger Woods,,,,,,,True
Lorne Rubenstein,,,,,,,False
David Ebershoff,1969-01-17,,,,,,True
Marco Borges,,,,,,,False
Ben Mezrich,1969-02-07,,,,,,True
Dashka Slater,,,,,,,False
Keith Ablow,1961-11-23,,,,,,True
Chris Culver,,,,Hardboiled; Thriller_(genre),,,True
Sherman Alexie,1966-10-07,,,Native_American_literature,,,True
Chris Pavone,,,,,,,False
Joyce Carol Oates,1938-06-16,,,,,,True
Melvyn Bragg,,,,,,,False
Martin Olson,,,,,,,True
Clint McElroy,1955-08-10,,,,,,True
George Beard,,,,,,,False
Harold Hutchins,,,,,,,False
Hergé,,,,,,,False
Karen Thompson Walker,,United States,,,,,True
Darryl Cunningham,,,,,,,False
Joseph Chang,1983-12-28,Taiwan,,,,,True
Yuri Elkaim,,,,,,,False
Reid Hoffman,1967-08-05,,,,,,True
Ben Casnocha,1988-03-01,,,,,,True
Chris Yeh,,,,,,,False
Dave Stewart,,Scotland,,Classical_music,,,True
Claudio Sanchez,1978-03-12,United States,,,,,True
Kore Yamazaki,,,,,,,True
